Height (in), Weight (lbs), Sex
66.12, 153.49, Male
71.69, 182.86, Male
59.84, 162.38, Female
68.37, 168.54, Male
65.26, 122.94, Female
63.8, 123.55, Female
70.31, 167.91, Male
64.97, 189.33, Female
68.67, 163.34, Male
68.52, 165.27, Male
60.42, 118.72, Female
62.33, 145.66, Female
76.03, 211.68, Male
62.13, 125.59, Female
77.08, 201.18, Male
66.37, 135.65, Female
62.05, 119.99, Female
73.33, 164.64, Male
62.44, 121.09, Female
62.17, 126.04, Female
71.4, 142.63, Male
62.65, 156.43, Male
69.99, 171.76, Male
61.59, 105.32, Female
64.07, 149.61, Male
69.99, 214.02, Male
66.72, 162.37, Male
68.92, 177.12, Male
67.15, 130.26, Female
68.12, 142.8, Female
65.67, 142.8, Female
69.46, 143.34, Female
67.5, 138.6, Female
65.23, 164.14, Female
70.87, 153.75, Male
69.17, 173.02, Male
67.05, 170.93, Female
68.61, 120.62, Male
61.99, 114.51, Female
69.12, 128.77, Female
61.32, 175.03, Female
69.2, 186.79, Male
60.69, 161.5, Female
71.83, 167.63, Male
69.72, 157.85, Male
68.23, 171.11, Male
68.28, 177, Male
58.85, 217.43, Female
73.55, 219, Male
66.14, 140.26, Male
66.63, 103.33, Female
64.8, 205.7, Female
64.36, 189.48, Male
63.73, 123.85, Female
57.09, 103.47, Female
69.12, 190.53, Male
68.96, 132.85, Male
60.65, 152.23, Female
62.72, 130.63, Female
73.56, 183.55, Male
66.96, 149.42, Male
61.12, 143.45, Female
67.51, 157.54, Female
67.73, 165.72, Male
67.47, 184.37, Male
62.45, 198.6, Female
64.37, 125.92, Female
67.5, 151.58, Male
61.55, 208.51, Female
69.47, 161.38, Male
71.4, 177.56, Male
62.36, 138.32, Female
71.97, 170.81, Male
60.47, 131.34, Female
73.66, 227.85, Male
60.29, 122.5, Female
70.94, 207.25, Male
63.63, 124.02, Male
60.89, 175.58, Female
70.21, 132.76, Male
64.37, 172.07, Male
62.38, 179.6, Female
64.76, 139.32, Female
65.37, 137.2, Female
64.22, 147.93, Female
69.57, 164.41, Male
64.06, 137.59, Female
62.41, 133.69, Female
65.74, 113.8, Female
65.01, 128.86, Female
67.98, 178.55, Male
62.44, 109.38, Female
74.65, 182.45, Male
66.42, 111.04, Male
60.79, 131.16, Female
62.7, 114.64, Female
62.22, 183.42, Female
63.62, 184.62, Female
63.01, 146.02, Female
67, 156.96, Male
56.13, 127.3, Female
69.46, 143.88, Male
66.29, 164.88, Male
64.38, 168.85, Female
59.84, 157.67, Female
72.77, 209.81, Male
61.04, 125.61, Female
62.4, 109.04, Female
61.16, 95.8, Female
62.07, 105.39, Female
65.61, 128.74, Female
62.13, 106.05, Female
62.97, 145.38, Female
65.85, 152.51, Female
73.92, 179.46, Male
70.15, 144.42, Male
70.09, 178.98, Male
64.04, 174.58, Female
63.51, 177.3, Female
60.79, 144.41, Female
65.98, 158.17, Female
70.92, 175.42, Male
61.48, 190.11, Female
67.41, 163.69, Male
69.41, 145.23, Male
62.86, 200.86, Female
67.2, 129.07, Female
60.25, 98.48, Female
61.51, 128.51, Female
68.17, 134.76, Male
68.33, 166.22, Male
71.96, 204.01, Male
63.37, 152.77, Female
65.39, 139.85, Female
71.57, 160.57, Male
68.55, 149.87, Male
70.18, 164.04, Male
65.66, 136.62, Female
65.48, 203.23, Male
63.58, 138.85, Female
65.56, 176.89, Female
72.2, 227.8, Male
69.81, 172.04, Male
70.92, 192.2, Male
71.24, 203.56, Male
64.05, 174.25, Female
70.73, 171.76, Male
66.21, 154, Male
64.88, 170.04, Female
71.97, 168.78, Male
63.2, 190.95, Female
63.36, 124.8, Female
63.91, 169.41, Female
64.46, 137.61, Female
66.31, 141.43, Female
63.45, 110.36, Female
68.35, 228.85, Male
69.19, 158.39, Male
71.92, 164, Male
70.99, 169.6, Male
58.06, 104.11, Female
70.64, 162.08, Female
68.47, 190.04, Male
62.2, 112.73, Female
71.59, 226.29, Male
68.39, 159.62, Male
70.62, 132.17, Female
66.2, 132.7, Female
72.28, 176.34, Male
76.66, 174.19, Male
64, 127.04, Female
67.34, 135.64, Female
63.61, 114.33, Female
68.85, 168.31, Male
60.47, 95.38, Female
67.69, 169.18, Male
68.08, 171.76, Male
66.07, 173.23, Female
64.21, 129.24, Female
70.21, 162.33, Male
69.59, 167.58, Male
73.41, 155.4, Male
62.26, 124.75, Female
66.89, 131.34, Female
68.07, 131.1, Male
69.76, 141.5, Male
71.54, 154.29, Male
66.49, 163.76, Male
61.96, 166.19, Female
68.51, 180.75, Male
72.86, 146.57, Male
62.37, 121.31, Female
58.65, 120.06, Female
60.5, 116.04, Female
75.1, 196.98, Male
67.37, 203.45, Male
65.93, 126.78, Female
72.1, 171.32, Male
65.41, 121.7, Female
65.45, 211.95, Female
60.61, 106.15, Female
62.58, 113.38, Female
62.68, 102.58, Female
69.89, 173.24, Male
70.28, 191.92, Male
69.76, 171.41, Male
62.63, 162.73, Female
62.99, 171.2, Female
60.76, 146.44, Female
66.33, 110.05, Female
61.49, 209.71, Female
64.66, 127.73, Female
68.86, 182.14, Male
69.04, 152.58, Male
58.73, 129.49, Female
67.73, 155.91, Female
63.52, 181.67, Female
66.75, 128.81, Male
62.08, 111.48, Female
73.13, 187.12, Male
63.35, 135.75, Female
63.38, 163.78, Female
62.6, 142.94, Female
63.79, 156.41, Female
64.36, 144.64, Female
63.64, 165.26, Female
66.48, 181.39, Female
67.64, 197.38, Male
64.9, 120.72, Female
63.91, 149.61, Female
69.76, 165.64, Male
67.86, 140.51, Male
63.44, 164.39, Female
67.3, 131.91, Female
67.46, 142.25, Male
64.86, 130.86, Female
63.91, 110.03, Female
64.15, 117.59, Female
65.66, 141.5, Female
70.88, 223.93, Male
60.58, 90.39, Female
71.12, 221.23, Male
69.83, 129.17, Male
64.87, 121.64, Female
73.39, 193.82, Male
69.89, 193.47, Male
65.85, 155.82, Female
68.8, 132.93, Male
65.51, 175.09, Male
59.81, 116.23, Female
66.92, 207.01, Female
68.19, 210.26, Male
68.87, 174.07, Male
68.4, 134.03, Female
61.21, 137.32, Female
66.94, 125.45, Female
64.47, 124.33, Female
69.92, 156.92, Male
63.37, 137.39, Female
65.39, 123.06, Female
62.61, 123.2, Female
64.13, 150.47, Female
62.46, 124.67, Female
69.59, 150.66, Male
65.59, 159.25, Female
67.91, 131.51, Male
71.21, 174.4, Male
63.76, 117.29, Female
70.98, 209.93, Male
65.56, 165.53, Female
65.07, 162.93, Male
70.78, 144.94, Male
70.85, 144.31, Male
62.92, 133.79, Female
64.25, 172.36, Female
64.52, 153.96, Female
67.15, 124.45, Male
66.57, 202.53, Female
70.24, 162.68, Male
65.3, 131.28, Male
60.71, 151.55, Female
69.75, 179.1, Female
71.93, 227.33, Male
63.21, 158.95, Female
64.49, 136.31, Male
67.47, 197.88, Male
68.02, 129.4, Female
63.65, 189.51, Female
63.79, 155.59, Female
68.48, 204.44, Male
63.82, 212.28, Female
69.65, 160.63, Male
62.76, 126.63, Female
63.92, 116.71, Female
64.9, 139.25, Female
58.31, 123.22, Female
70.05, 157.86, Male
66.32, 121.1, Female
58.95, 209.85, Female
60.71, 125.57, Female
57.05, 114.55, Female
68.24, 138.1, Male
67.15, 155.43, Female
69.54, 137.47, Male
71.77, 198.74, Male
70.09, 170.63, Male
68.21, 170.78, Male
70.81, 189.77, Male
72.11, 202.64, Male
65.83, 132.38, Female
69.41, 202.75, Male
65.93, 168.17, Male
70.5, 169.24, Male
67.01, 182.4, Male
64.3, 148.64, Female
67.39, 129.93, Female
71.01, 191.33, Male
72.77, 167.37, Male
63.36, 163.57, Female
63.99, 175.29, Female
70.97, 169.62, Male
68.66, 170.37, Male
70.96, 147.23, Male
64.2, 125.34, Female
68.66, 188.18, Male
67.78, 141.21, Female
69.73, 130.08, Female
67.53, 157.42, Male
63.02, 152.82, Female
63.23, 127.11, Female
62.27, 179.35, Female
68.12, 167.67, Male
61.82, 121.46, Female
56.82, 122.85, Female
72.6, 159.44, Male
69.3, 146.89, Male
63.93, 155.21, Female
66.1, 193.6, Male
66.81, 112.31, Female
62.35, 102.89, Female
69.01, 164.76, Male
66.68, 132.37, Female
65.31, 168.54, Female
66.99, 208.63, Male
69.4, 161.19, Male
71.09, 176.59, Male
57.2, 93.14, Female
65.8, 132.65, Female
62.84, 168.78, Female
68.17, 131.45, Male
66.13, 161.3, Male
61.38, 181.57, Female
65.78, 168.4, Female
62.09, 127.89, Female
68.52, 164.52, Male
66.05, 144, Female
69.2, 147.11, Female
63.77, 126.35, Female
60.99, 158.02, Female
63.24, 122.22, Female
72.81, 177.68, Male
67.66, 139.16, Female
64.8, 149.85, Female
67.85, 123.41, Female
65.47, 143.48, Male
63.4, 183.19, Female
66.22, 127.35, Female
65.59, 158.16, Female
65.15, 165.64, Female
69.95, 199.53, Male
68.02, 150.98, Male
64.91, 136.01, Male
70.19, 175.43, Male
59.05, 111.53, Female
66.11, 123.88, Female
65.58, 149.11, Female
64.74, 115.2, Female
66.41, 160.93, Female
63.97, 179.31, Female
65.41, 224.33, Male
68.42, 167.5, Male
63.46, 189.78, Female
69.03, 167.35, Male
68.04, 169.97, Male
67.14, 192.78, Female
74.49, 219.13, Male
68.19, 138.53, Female
65.03, 146.54, Male
69.53, 214.33, Male
61.96, 157.57, Female
65.68, 151.16, Male
65.81, 183.34, Female
69.9, 151.58, Male
74.87, 227.59, Male
64.98, 120.08, Male
61.15, 121.62, Female
66.32, 154.15, Male
69.63, 185.78, Male
69.03, 153.91, Male
71.72, 169.82, Male
64.27, 157.07, Male
66.98, 185.44, Male
69.92, 183.38, Male
63.13, 151.47, Female
69.29, 208.34, Male
72.73, 190.29, Male
63.53, 139.56, Female
65.31, 133.72, Female
62.9, 174.42, Female
72.43, 185.2, Male
66.46, 139.88, Female
72.03, 150.87, Male
63.1, 127.67, Female
67.68, 143.57, Female
60.11, 112.78, Female
66.99, 138.82, Female
62.6, 150.29, Female
63.41, 159.82, Female
73.78, 188.34, Male
67.99, 199.79, Male
62.91, 181.75, Male
63.26, 112.54, Female
64.33, 124.77, Female
67.69, 154.32, Male
69.15, 156.41, Male
68.78, 145.46, Male
67.77, 173.96, Male
62.18, 131, Female
61.09, 158.84, Female
64.25, 147.07, Female
61.85, 166.39, Female
61.27, 147.21, Female
68.97, 191.2, Male
68.72, 155.88, Male
69.99, 159.16, Male
61.22, 141.23, Female
69.4, 159.81, Male
64.32, 170.05, Female
70.86, 164.02, Male
69.18, 174.62, Male
67.49, 151.4, Male
58.12, 118.46, Female
64.39, 151.63, Male
74.05, 169.88, Male
66.8, 136.96, Female
61.91, 101.38, Female
62.61, 163.37, Female
67.48, 156.18, Male
68.3, 186.58, Male
62.72, 129.58, Female
68.94, 145.08, Male
66.37, 137.48, Female
63.21, 111.64, Female
63.44, 160.03, Male
62.78, 124.53, Female
66.02, 130.33, Female
60.09, 153.34, Female
51.46, 93.89, Female
67.9, 199.37, Male
62.52, 138.64, Male
66.08, 169.08, Male
71.97, 161.35, Male
63.86, 191.15, Female
67.85, 182.91, Female
60.73, 149.69, Female
66.53, 200.86, Female
66.69, 149.77, Male
77.66, 172.77, Male
63.1, 196.81, Female
70.47, 166.18, Male
63.45, 100.09, Female
64.17, 170.64, Female
61.11, 121.86, Female
65.72, 149.1, Female
69.51, 137.23, Male
60.64, 92.73, Female
62.39, 159.18, Female
59.45, 165.35, Female
59.98, 158.23, Female
64.56, 171.56, Female
63.06, 128.37, Male
69.81, 160.14, Male
62.32, 103.49, Female
71.72, 214.63, Male
63.33, 114.82, Male
65.92, 144.56, Female
62.59, 143.09, Female
64.55, 138, Male
69.16, 205.3, Male
61.4, 149.58, Female
64.4, 133.04, Female
70.8, 227.31, Male
62.62, 186.97, Female
68.32, 167.11, Male
66.54, 173.11, Male
70.95, 153.85, Male
69.59, 183.35, Male
64.87, 121, Female
63.83, 117.67, Female
59.78, 113.85, Female
60.13, 192, Female
66.19, 123.88, Male
64.46, 170.83, Female
68.5, 132.2, Female
63.5, 151.36, Female
62.34, 140.65, Female
66.49, 118.89, Female
60.54, 112.59, Female
77.05, 229.48, Male
71.48, 132.8, Male
71.47, 148.35, Male
66.08, 146.87, Female
63.3, 117.29, Female
61.96, 114.05, Male
72.46, 225.7, Male
65.63, 155.3, Female
62.99, 179.06, Male
65.51, 124.65, Female
62.72, 145.86, Female
69.52, 187.46, Male
69.64, 202.52, Male
63.79, 125.85, Female
63.36, 183.62, Female
62.18, 169.44, Male
69.37, 178.86, Male
66.3, 147.65, Male
71.94, 202.96, Male
62.4, 170.54, Female
63.21, 134.49, Female
66.31, 126.84, Female
68.96, 162.34, Male
66.57, 133.91, Female
66.5, 121.4, Female
69.53, 168.95, Male
71.74, 143.41, Male
56.01, 139.74, Female
65.92, 105.81, Female
66.84, 134.83, Female
70.75, 202.92, Male
72.97, 198.24, Male
62.37, 175.7, Female
68.39, 185.87, Female
64.29, 158.96, Male
64.38, 122.11, Male
70.1, 175.07, Male
70.43, 191.7, Male
68.16, 170.56, Male
62.76, 102.86, Female
67.07, 110.33, Female
61.28, 148.5, Female
70.27, 168.75, Male
61.83, 134.86, Female
70.42, 178.1, Male
64.21, 159.49, Female
67.2, 135.71, Male
67.89, 137.93, Male
69.13, 160.46, Male
71.73, 166.46, Male
64.11, 100.47, Female
73.19, 179.37, Male
66.45, 170.78, Male
68.09, 121.4, Male
60.54, 116.23, Female
63.38, 136.45, Female
69.37, 169.85, Female
62.08, 148.97, Female
62.43, 123.15, Female
74.82, 183.75, Male
65.53, 138.68, Female
66.94, 190.35, Female
61.53, 135.99, Female
66.55, 159.4, Male
69.2, 189.43, Male
67.45, 184.47, Male
67.09, 213.14, Male
64.14, 144.39, Female
69.62, 131.31, Male
69.14, 130.19, Female
62.69, 120.15, Female
65.12, 179.06, Female
66.13, 172.92, Male
71.95, 146.23, Male
69.6, 127.91, Male
62.79, 110.64, Male
69.95, 192.5, Male
67.79, 171.77, Male
63.13, 134.79, Female
72.95, 150.93, Male
74.95, 213.5, Male
68.66, 151.26, Male
66.29, 160.19, Male
67.95, 160.08, Male
63.04, 131.13, Female
68.24, 177.57, Male
66.1, 153.23, Female
63.37, 150.93, Female
64.1, 167.14, Female
67.18, 178.22, Male
66.11, 170.02, Female
67.3, 201.21, Male
68.5, 164.46, Female
74.15, 179.53, Male
58.47, 153.27, Female
66.11, 133.63, Female
68.77, 195.23, Male
63.98, 161.43, Female
65.54, 128.63, Female
66.52, 147.03, Male
64.73, 146.45, Female
63.26, 141.6, Female
64.3, 123.42, Female
70.51, 150.17, Male
72.15, 190.87, Male
65.81, 205.86, Male
65.14, 170.64, Female
71.14, 151.37, Male
61.43, 116.55, Female
72.77, 171.46, Male
67.97, 144.41, Female
69.8, 163.18, Male
61.1, 106.88, Female
68.64, 189.38, Female
72.98, 210.78, Male
74.85, 174.38, Male
70.56, 222.93, Male
67.15, 188.53, Male
65.18, 122.31, Female
68.58, 223.3, Male
71.36, 151.95, Male
63.21, 166.98, Male
70.49, 229.17, Male
70.17, 154.7, Male
65.53, 117.45, Female
77.85, 144.16, Female
63.17, 137.12, Female
65.75, 193.57, Female
76.34, 208.08, Male
66.11, 174.18, Female
70.83, 161.2, Male
65.21, 172.83, Male
72.89, 225.47, Male
64.35, 141.97, Female
62.69, 178.94, Female
64, 115.54, Female
71.65, 135.35, Male
67.7, 148.62, Male
69.8, 170.92, Male
67.24, 163.09, Male
71.38, 209.86, Male
64.45, 127.86, Female
70.32, 199.18, Male
56.12, 117.64, Female
71.64, 154.27, Male
64.75, 217.04, Female
63.43, 148.1, Female
64.3, 155.22, Female
68.24, 186.34, Male
61.41, 134, Female
65.59, 91.06, Female
60.72, 164.31, Female
73.27, 176.63, Male
70.69, 160.14, Male
69.24, 159.11, Female
71.3, 181.28, Male
68.34, 135.83, Male
65, 133.11, Female
61.88, 128.38, Female
68.42, 172.05, Male
64.11, 140.1, Female
74.18, 197.32, Female
69.92, 188.09, Male
73.63, 133.62, Male
63.97, 148.31, Female
64.31, 150.99, Female
69.62, 174.8, Male
68.7, 169.1, Male
70.28, 184.54, Male
71.37, 158.6, Male
62.65, 202.12, Female
62.91, 159.68, Male
72.29, 174.47, Male
67.59, 159.85, Male
66.42, 101.18, Female
61.31, 142.06, Female
64.56, 140.56, Female
64.14, 177.47, Female
69.94, 199.84, Male
63.24, 114.15, Female
61.3, 128.54, Female
67.68, 132.97, Male
71.01, 190.37, Male
65.22, 126.32, Female
70.04, 192.65, Male
69.81, 173.93, Male
64.13, 153.1, Female
58.85, 113.08, Female
66.46, 152.48, Female
63.92, 120.7, Female
64.01, 166.43, Female
67.57, 158.86, Male
68.73, 164.47, Male
64.8, 112.49, Female
67.11, 162.23, Male
64.14, 148.29, Female
61.49, 113.45, Female
60, 119.89, Female
64.5, 143.03, Female
66.4, 165.06, Male
69.56, 167.27, Male
71.44, 156.36, Male
72.84, 193.51, Male
50.93, 142.15, Female
65.4, 202.83, Female
68.62, 166.82, Male
60.81, 122.38, Female
58.44, 94.45, Female
73, 124.15, Male
61.43, 182.08, Female
57.99, 131.57, Female
65.83, 114.77, Female
66.95, 148.87, Female
64.79, 140.18, Female
68.89, 173.74, Male
62.46, 189.18, Female
67.99, 174.87, Male
65.36, 209.19, Male
61.53, 113.75, Female
63.89, 110.31, Male
65.94, 142.67, Female
67.98, 198.39, Male
62.71, 128.58, Female
63.55, 162.09, Female
68.67, 189.16, Male
60.18, 128.95, Female
68.16, 219.17, Male
63.19, 102.93, Female
67.71, 150.43, Male
65.09, 123.56, Female
71.19, 186.95, Male
65.42, 180.89, Male
68.47, 209.91, Male
71.19, 166.02, Male
66.76, 149.82, Female
71.28, 182.78, Male
61.59, 155.15, Female
60.96, 82.02, Female
68.87, 150.57, Female
63, 101.36, Male
70.72, 158.16, Male
68.12, 112.7, Male
64.94, 167.81, Female
56.56, 141.03, Female
63.13, 104.52, Female
65.81, 115.92, Female
66.71, 148.79, Female
62.09, 135.48, Female
60.09, 132.6, Female
64.42, 164.48, Female
67.37, 135.14, Male
66.46, 119.03, Female
65.78, 175.02, Male
65.78, 137.37, Female
63.58, 119.43, Male
64.69, 195.26, Female
66.62, 173.22, Male
65.46, 154.79, Male
70.22, 159.57, Male
69.65, 189.96, Male
63.14, 135.67, Female
68.66, 161.23, Male
61.78, 133.56, Female
67.13, 176.13, Male
70.11, 177.12, Male
61.88, 192.77, Female
73.66, 226.44, Male
73.06, 172.33, Male
70.9, 183.68, Male
65.09, 105.09, Female
66.02, 143.67, Male
68.99, 152.04, Male
65.46, 150.54, Female
67.17, 208.45, Male
64.43, 150.67, Male
61.3, 128.57, Female
66.25, 163.56, Female
59.04, 96.68, Female
61.8, 132.87, Female
63.21, 141.19, Female
62.53, 114.09, Female
61.31, 154.07, Female
66.32, 165.74, Female
61.75, 165.69, Female
70.24, 140.91, Male
64.71, 166.72, Female
63.75, 125.07, Female
71.15, 150.56, Male
70.27, 166.12, Male
63.65, 136.7, Female
63.08, 105.52, Female
68.95, 173.97, Male
68.04, 124.21, Male
63.61, 182.16, Male
67.72, 173.23, Male
70.34, 173.64, Male
65.42, 139.34, Female
63.5, 217.58, Female
68.54, 169.33, Male
64.02, 158.62, Female
70.24, 146.63, Male
67.16, 147.49, Male
70.04, 215.53, Male
66.3, 146.13, Male
67.45, 117.63, Male
71.63, 139.07, Male
61.83, 153.67, Female
69.26, 159.03, Male
63.32, 198.59, Female
67.32, 164.23, Male
69.63, 192.89, Male
61.99, 150.75, Female
61.41, 146.74, Female
67.53, 157.44, Female
68.77, 162.19, Male
63.9, 102.17, Male
65.41, 118.78, Male
69.95, 165.79, Male
69, 187.3, Male
68.98, 139.45, Male
68.18, 202, Male
66.42, 149.61, Female
62.76, 205.91, Female
70.15, 184.32, Male
65.94, 122.48, Female
69.48, 138.63, Male
72.12, 198, Male
62.94, 121.61, Female
65.52, 134.87, Female
67.11, 138.87, Female
62.24, 130.39, Female
71.89, 210.95, Male
62.14, 115.45, Female
59.43, 138.32, Female
68.52, 144.15, Male
64.19, 128.23, Female
67.83, 134.79, Male
61.39, 139.34, Female
68.18, 151.12, Male
70.82, 154.47, Male
59.03, 104.89, Female
67.4, 146.48, Male
62.61, 148.17, Female
63.57, 219.78, Female
64.95, 116.19, Female
64.21, 147.08, Female
63.12, 133.73, Female
62.29, 107.46, Female
67.13, 186.4, Male
65.43, 124.27, Female
66.66, 161.96, Male
70.52, 163.31, Male
64.79, 131.17, Female
62.54, 117.21, Female
74.38, 205.14, Male
62.61, 112.65, Female
60.75, 170.59, Female
70.41, 164.91, Male
66.39, 150.3, Male
70.95, 168.36, Male
73.74, 205.32, Male
65.04, 136.57, Male
71.66, 161.19, Male
61.92, 117.7, Female
72.97, 166.32, Male
68.02, 188.17, Male
68.55, 135.83, Female
66.51, 113.86, Female
59.25, 138.34, Female
66.68, 204.91, Female
68.67, 175.52, Male
58.06, 98.53, Female
66.41, 128.8, Female
67.12, 170.26, Female
70.52, 182.67, Male
64.14, 130.31, Female
63.09, 182.29, Female
64.91, 133.36, Male
70.2, 157.81, Male
66.28, 134.28, Male
67.23, 153.5, Male
60.56, 91.66, Female
65.08, 103.2, Female
68.7, 173.3, Male
69.12, 203.06, Male
68.96, 155.08, Female
59.96, 162.98, Female
70.45, 190.73, Male
69.73, 179.62, Male
70.01, 190.43, Male
73.43, 223.95, Male
66.27, 131.45, Female
68.81, 185.01, Male
65.28, 186.58, Male
69.94, 135.59, Female
65.7, 205.31, Female
77.21, 167.97, Male
63.81, 121.62, Female
63.58, 143.84, Female
68.6, 187.67, Male
62.36, 134.47, Male
69.69, 124.21, Female
66.94, 151.71, Male
65.18, 138.46, Female
71.32, 116.4, Male
63.9, 108.32, Female
65.91, 154.42, Female
67.96, 143.49, Female
58.9, 120.93, Female
66.46, 166.14, Male
62.28, 166.16, Female
59.2, 136.27, Female
63.45, 166.49, Female
65.68, 149.74, Male
65.23, 134.8, Female
65.07, 128.75, Female
64.64, 183.13, Female
65.37, 149.65, Female
63.39, 119.87, Female
62.36, 146.81, Female
65.76, 181.11, Female
67.65, 188.95, Male
65.05, 120.93, Female
59.19, 136.91, Female
69.36, 171.47, Male
70.94, 169.43, Male
69.08, 141.12, Female
62.83, 188.76, Female
64.26, 150.88, Male
70.37, 178.09, Male
61.96, 113.61, Female
66.86, 172.28, Male
60.83, 113.31, Female
68.8, 155.46, Male
61.11, 143.72, Female
70.47, 176.17, Male
68.23, 176.9, Male
67.01, 171.92, Male
64.16, 119.06, Female
70.72, 158.39, Male
64.27, 136.76, Female
64.08, 132.61, Female
72.35, 201.71, Male
70.04, 180.55, Male
63.52, 112.32, Female
69.09, 205.46, Male
64.67, 138.36, Female
66.05, 124.25, Female
69, 171.73, Male
62.22, 160.48, Female
68.91, 157.14, Male
69.45, 143.06, Male
62.56, 165.77, Female
70.15, 174.46, Male
66.58, 167.97, Male
69.85, 120.38, Male
60.34, 134.93, Female
61.6, 132.63, Female
67.57, 203.48, Female
58.36, 119.76, Female
62.49, 174.03, Female
62.97, 205.66, Female
68.84, 198.61, Male
63.55, 133.37, Female
61.76, 154.92, Female
65.19, 223.85, Male
63.91, 132.36, Female
67.14, 110.71, Male
59.82, 153.9, Female
66.59, 150.9, Male
61.28, 125.91, Female
62.32, 157.48, Male
67.96, 174.03, Male
60.87, 117.27, Female
71.3, 154.18, Male
59.87, 140.44, Female
63.56, 171.77, Female
67.97, 165.88, Male
67.06, 224.22, Male
64.46, 142.19, Female
68.06, 166.2, Male
67.99, 172.2, Female
64.26, 126.32, Female
65.98, 141.35, Female
58.02, 194.58, Male
71.29, 169.99, Male
69.49, 151.7, Male
66.63, 161.59, Male
73.46, 218.9, Male
61.48, 198.71, Female
59.71, 109.87, Male
63.52, 151.1, Female
